query,doi,title
technology addiction impact on user behavior in e-commerce platforms,10.2307/41409972,Integrating Technology Addiction and Use: an Empirical Investigation of Online Auction Users1
behavioral addiction models in information systems and online consumer behavior,10.2307/41409972,Integrating Technology Addiction and Use: an Empirical Investigation of Online Auction Users1
online auction user continuance intention distorted by compulsive technology use,10.2307/41409972,Integrating Technology Addiction and Use: an Empirical Investigation of Online Auction Users1
user interface preference formation and lock-in effects,10.2307/41409968,"Freedom of Choice, Ease of Use, and the Formation of Interface Preferences1"
psychological reactance theory in technology acceptance and interface choice,10.2307/41409968,"Freedom of Choice, Ease of Use, and the Formation of Interface Preferences1"
how market dominance influences user satisfaction and continuance intention,10.2307/41409968,"Freedom of Choice, Ease of Use, and the Formation of Interface Preferences1"
ICT use and negative psychological outcomes in the workplace,10.2307/41409963,Technostress: Technological Antecedents and Implications1
Person-environment fit model applied to technology-induced stress,10.2307/41409963,Technostress: Technological Antecedents and Implications1
Antecedents of technostress for organizational ICT users,10.2307/41409963,Technostress: Technological Antecedents and Implications1
website quality impact on consumer trust and purchase intention in e-commerce,10.2307/23044048,What Signal Are You Sending? How Website Quality Influences Perceptions of Product Quality and Purchase Intentions1
signaling theory application to online product quality perceptions,10.2307/23044048,What Signal Are You Sending? How Website Quality Influences Perceptions of Product Quality and Purchase Intentions1
how online retailers use web design to signal product quality,10.2307/23044048,What Signal Are You Sending? How Website Quality Influences Perceptions of Product Quality and Purchase Intentions1
e-commerce personalization and consumer privacy concerns,10.5555/2017507.2017515,Managing consumer privacy concerns in personalization
privacy calculus theory in online personalization systems,10.5555/2017507.2017515,Managing consumer privacy concerns in personalization
mitigating privacy concerns to increase adoption of personalized offers,10.5555/2017507.2017515,Managing consumer privacy concerns in personalization
Impact of virtual environment dimensionality on consumer brand perception,10.2307/23042806,Enhancing Brand Equity through Flow and Telepresence: A Comparison of 2d and 3d Virtual Worlds1
Flow theory application in 3D virtual commerce and brand outcomes,10.2307/23042806,Enhancing Brand Equity through Flow and Telepresence: A Comparison of 2d and 3d Virtual Worlds1
How immersive technology in marketing enhances brand equity and user intention,10.2307/23042806,Enhancing Brand Equity through Flow and Telepresence: A Comparison of 2d and 3d Virtual Worlds1
organizational innovation through social media and knowledge sharing,10.5555/2208923.2208930,Innovation impacts of using social bookmarking systems
structural holes theory application in enterprise social software,10.5555/2208923.2208930,Innovation impacts of using social bookmarking systems
employee innovativeness enhanced by social bookmarking systems,10.5555/2208923.2208930,Innovation impacts of using social bookmarking systems
emergence of collective IT use patterns from individual behaviors,10.5555/2017507.2017519,Capturing bottom-up information technology use processes
multilevel theory of technology use emergence in organizations,10.5555/2017507.2017519,Capturing bottom-up information technology use processes
bottom-up technology appropriation processes and workgroup outcomes,10.5555/2017507.2017519,Capturing bottom-up information technology use processes
organizational IS discontinuance post-adoption life cycle,10.5555/2208923.2208927,An exploration of organizational level information systems discontinuance intentions
technology acceptance model TAM organizational system abandonment,10.5555/2208923.2208927,An exploration of organizational level information systems discontinuance intentions
enterprise system replacement decision factors and decommissioning intentions,10.5555/2208923.2208927,An exploration of organizational level information systems discontinuance intentions
organizational innovation through social media knowledge sharing,10.2307/23042800,Innovation Impacts of Using Social Bookmarking Systems1
structural holes theory social bookmarking systems employee creativity,10.2307/23042800,Innovation Impacts of Using Social Bookmarking Systems1
impact of enterprise bookmarking tools on employee innovativeness,10.2307/23042800,Innovation Impacts of Using Social Bookmarking Systems1
Continuance intention in virtual worlds and user retention,10.2307/23042807,From Space to Place: Predicting Users’ Intentions to Return to Virtual Worlds1
Interactionist place attachment theory in virtual environment adoption,10.2307/23042807,From Space to Place: Predicting Users’ Intentions to Return to Virtual Worlds1
Predicting return to virtual worlds for business and education platforms,10.2307/23042807,From Space to Place: Predicting Users’ Intentions to Return to Virtual Worlds1
Consumer adoption of virtual goods in social virtual environments,10.2307/23042809,An Odyssey into Virtual Worlds: Exploring the Impacts of Technological and Spatial Environments on Intention to Purchase Virtual Products1
Stimulus-Organism-Response model virtual world purchase intention,10.2307/23042809,An Odyssey into Virtual Worlds: Exploring the Impacts of Technological and Spatial Environments on Intention to Purchase Virtual Products1
Determinants of virtual product sales in metaverse platforms,10.2307/23042809,An Odyssey into Virtual Worlds: Exploring the Impacts of Technological and Spatial Environments on Intention to Purchase Virtual Products1
online consumer deception typology e-commerce websites,10.2307/23043494,Product-Related Deception in E-Commerce: A Theoretical Perspective1
trust and deception in electronic commerce consumer protection,10.2307/23043494,Product-Related Deception in E-Commerce: A Theoretical Perspective1
deceptive information practices by online merchants product misrepresentation,10.2307/23043494,Product-Related Deception in E-Commerce: A Theoretical Perspective1
hybrid governance structures in B2B digital platforms,10.2307/23043492,Stuck in the Conflicted Middle: A Role-Theoretic Perspective on B2B E-Marketplaces1
role theory application in electronic marketplaces,10.2307/23043492,Stuck in the Conflicted Middle: A Role-Theoretic Perspective on B2B E-Marketplaces1
